,Title,Organization,Skills,Ratings,Review counts,Metadata
71,Machine Learning Engineering for Production (MLOps),DeepLearning.AI," Machine Learning, Applied Machine Learning, Tensorflow, Python Programming, Statistical Programming, DevOps, Devops Tools, Exploratory Data Analysis, Feature Engineering, Machine Learning Software, Probability & Statistics, Cloud Computing, Deep Learning, Google Cloud Platform, Performance Management, Strategy and Operations, Kubernetes, Leadership and Management",4.7,4.7(3.4K reviews),Advanced · Specialization · 3 - 6 Months
72,Meta Back-End Developer,Meta," Python Programming, Databases, HTML and CSS, SQL, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, React (web framework), Software Testing, Web Development, Application Development, Back-End Web Development, Cloud API, Cloud Computing, Cloud Infrastructure, Collaboration, Communication, Computer Programming, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, DevOps, Django (Web Framework), Front-End Web Development, Full-Stack Web Development, Javascript, Kubernetes, Linux, Problem Solving, Semantic Web, Software Engineering, Software Engineering Tools, Statistical Programming, Tensorflow, Web Design, Web Development Tools",4.7,4.7(6.5K reviews),Beginner · Professional Certificate · 3 - 6 Months
73,Intuit Academy Bookkeeping,Intuit," Accounting, General Accounting, Financial Accounting, Business Analysis, Data Analysis, Financial Analysis, Cash Management, Finance, Financial Management, Accounts Payable and Receivable, Cost Accounting, Inventory Management, Accounting Software, Taxes",4.6,4.6(5K reviews),Beginner · Professional Certificate · 3 - 6 Months
74,Meta iOS Developer,Meta," Mobile Development, Swift Programming, iOS Development, Computer Programming, Mobile Development Tools, React (web framework), Application Development, Software Engineering, Data Structures, User Experience, User Experience Design, Web Development, Computer Programming Tools, Software Engineering Tools, Front-End Web Development, Algorithms, Computer Science, Interactive Design, Javascript, Collaboration, Communication, Data Management, Django (Web Framework), Human Computer Interaction, Linux, Problem Solving, Product Design, Software Architecture, Web Design",4.7,4.7(5.3K reviews),Beginner · Professional Certificate · 3 - 6 Months
75,Meta Android Developer,Meta," Mobile Development, Computer Programming, React (web framework), Mobile Development Tools, Application Development, Software Engineering, Android Development, Other Programming Languages, Web Development, User Experience, Algorithms, Computer Science, Front-End Web Development, Javascript, Programming Principles, Cloud API, Collaboration, Communication, Data Management, Data Structures, Databases, Human Computer Interaction, Interactive Design, Linux, Problem Solving, Product Design, Software Architecture, Software Engineering Tools, Swift Programming, Web Design",4.6,4.6(5.6K reviews),Beginner · Professional Certificate · 3 - 6 Months
76,Prompt Engineering for ChatGPT,Vanderbilt University," Creativity, Problem Solving, Writing",4.8,4.8(2K reviews),Beginner · Course · 1 - 3 Months
77,Play It Safe: Manage Security Risks,Google," Audit, Leadership and Management, Risk Management",4.8,4.8(4.3K reviews),Beginner · Course · 1 - 4 Weeks
78,AI For Business,University of Pennsylvania," Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Data Analysis, Algorithms, Human Learning, Leadership and Management, Business Analysis, Decision Making, Human Resources, People Management, People Analysis, Artificial Neural Networks, Deep Learning, Business Transformation, Customer Analysis, Finance, Financial Accounting, Marketing, Probability & Statistics, Regulations and Compliance, Statistical Machine Learning, Strategy, User Experience, Big Data",4.7,4.7(456 reviews),Beginner · Specialization · 3 - 6 Months
79,Business and Financial Modeling,University of Pennsylvania," Business Analysis, Data Analysis, Finance, General Statistics, Probability & Statistics, Financial Analysis, Statistical Analysis, Forecasting, Mathematics, Spreadsheet Software, Statistical Tests, Basic Descriptive Statistics, Data Model, Mathematical Theory & Analysis, Risk Management, Correlation And Dependence, Probability Distribution, Decision Making, Investment Management, Accounting, Leadership and Management, Regression, Financial Accounting, Microsoft Excel, Performance Management, Cash Management, General Accounting, Computer Programming",4.5,4.5(11K reviews),Beginner · Specialization · 3 - 6 Months
80,Foundations of User Experience (UX) Design,Google," User Experience, User Experience Design, User Research, Product Development",4.8,4.8(61K reviews),Beginner · Course · 1 - 4 Weeks
81,Google Business Intelligence,Google," Business Intelligence, Data Analysis, Data Management, Data Model, Data Visualization, Extract, Transform, Load, Leadership and Management, Tableau Software",4.7,4.7(1.1K reviews),Advanced · Professional Certificate · 3 - 6 Months
82,Meta Database Engineer,Meta," SQL, Databases, Statistical Programming, Python Programming, Database Design, Programming Principles, Algorithms, Computer Science, Big Data, Software Testing, Application Development, Collaboration, Communication, Computer Programming, Data Analysis, Data Management, Data Model, Data Structures, Data Warehousing, Database Administration, Database Application, Database Theory, Django (Web Framework), Javascript, Linux, Problem Solving, Project Management, Software Engineering, Software Engineering Tools, Tableau Software, Tensorflow, Web Development",4.6,4.6(4.8K reviews),Beginner · Professional Certificate · 3 - 6 Months
83,Project Initiation: Starting a Successful Project,Google," Project Management, Strategy and Operations, Collaboration, Communication, Leadership and Management, Planning",4.8,4.8(18K reviews),Beginner · Course · 1 - 4 Weeks
84,Ask Questions to Make Data-Driven Decisions,Google," Business Communication, Data Analysis, Spreadsheet Software, Big Data, Communication, Leadership and Management, Problem Solving, Small Data",4.7,4.7(29K reviews),Beginner · Course · 1 - 4 Weeks
85,Microsoft 365 Fundamentals,Microsoft," Visual Design, Communication, Microsoft Excel, Data Visualization, Interactive Data Visualization, Spreadsheet Software, Computer Graphics, Critical Thinking, Data Analysis, Visualization (Computer Graphics), Collaboration, User Experience, Computer Graphic Techniques, Research and Design, Statistical Visualization, User Experience Design, Writing, Basic Descriptive Statistics, Data Analysis Software, Graphic Design, Databases, General Accounting, Marketing Design, Product Design, Software Engineering Tools",4.7,4.7(2.8K reviews),Beginner · Specialization · 3 - 6 Months
86,Microsoft Cybersecurity Analyst,Microsoft," Cloud Computing, Computer Architecture, Data Management, Leadership and Management, Microsoft Azure, Network Security, Operating Systems, System Security",4.8,4.8(711 reviews),Beginner · Professional Certificate · 3 - 6 Months
87,Advanced Learning Algorithms,DeepLearning.AI," Applied Machine Learning, Machine Learning, Machine Learning Algorithms, Algorithms, Artificial Neural Networks, Deep Learning, Network Model, Tensorflow, Machine Learning Software, Python Programming",4.9,4.9(4.3K reviews),Beginner · Course · 1 - 4 Weeks
88,Become a CBRS Certified Professional Installer by Google,Google - Spectrum Sharing," Communication, SAS (Software), Regulations and Compliance, Systems Design, System Security, Network Architecture, Process Analysis, Training, Decision Making, Operating Systems",4.6,4.6(189 reviews),Mixed · Course · 1 - 3 Months
89,Financial Markets,Yale University," Finance, Investment Management, Risk Management, Banking, Behavioral Economics, Critical Thinking, Decision Making, Financial Analysis, Innovation, Regulations and Compliance, Leadership and Management",4.8,4.8(26K reviews),Beginner · Course · 1 - 3 Months
90,HRCI Human Resource Associate,HRCI," Benefits, Compensation, Employee Relations, Mergers & Acquisitions, Performance Management, Recruitment, Risk Management, Training",4.8,4.8(445 reviews),Beginner · Professional Certificate · 3 - 6 Months
91,Excel Skills for Business,Macquarie University," Spreadsheet Software, Business Analysis, Microsoft Excel, Data Analysis, Plot (Graphics), Data Visualization, Data Model, Databases, Finance, Leadership and Management",4.9,4.9(59K reviews),Beginner · Specialization · 3 - 6 Months
92,The Bits and Bytes of Computer Networking,Google," Computer Networking, Network Architecture, Network Model, Networking Hardware, Network Analysis, Critical Thinking, Problem Solving, Computer Architecture, Human Computer Interaction, Network Security, Cloud Computing",4.7,4.7(47K reviews),Beginner · Course · 1 - 3 Months
93,IBM Machine Learning,IBM," Machine Learning, Machine Learning Algorithms, Human Learning, Statistical Machine Learning, Data Analysis, Probability & Statistics, Applied Machine Learning, Algorithms, Forecasting, Statistical Analysis, Regression, Deep Learning, General Statistics, Python Programming, Machine Learning Software, Artificial Neural Networks, Exploratory Data Analysis, Feature Engineering, Correlation And Dependence, Dimensionality Reduction, Statistical Tests, Probability Distribution, Reinforcement Learning, Basic Descriptive Statistics, Network Model, Tensorflow",4.6,4.6(2K reviews),Intermediate · Professional Certificate · 3 - 6 Months
94,Indigenous Canada,University of Alberta, Critical Thinking,4.8,4.8(22K reviews),Mixed · Course · 1 - 3 Months
95,Connect and Protect: Networks and Network Security,Google," Network Security, Cloud Computing, Network Architecture",4.8,4.8(2.4K reviews),Beginner · Course · 1 - 4 Weeks
96,Preparing for Google Cloud Certification: Cloud Architect,Google Cloud," Google Cloud Platform, Cloud Computing, Cloud Applications, Cloud Engineering, Cloud Platforms, Cloud Infrastructure, Cloud Management, Cloud Storage, Other Cloud Platforms and Tools, Cloud-Based Integration, Computer Networking, DevOps, Google App Engine, Computer Architecture, Cross Platform Development, Kubernetes, Billing & Invoicing, Computer Security Models, Critical Thinking, Network Architecture, Network Analysis, Computer Programming, Operational Analysis, Software Testing, Leadership and Management",4.7,4.7(58K reviews),Intermediate · Professional Certificate · 3 - 6 Months
97,Neural Networks and Deep Learning,DeepLearning.AI," Artificial Neural Networks, Deep Learning, Machine Learning, Machine Learning Algorithms, Python Programming, Computational Logic, Computer Programming, Network Architecture, Network Model, Calculus, Human Learning, Regression, Mathematics",4.9,4.9(120K reviews),Intermediate · Course · 1 - 4 Weeks
